issue_id,bug_type,subsystems,dirctories,files,num_developer,num_unique_change,add_line,delete_line,churns,OpenToLastCommit_min,OpenToResolved_min,OpenToLastCommit_Days,OpenToResolved_Days,OpenToLastCommit_Hour,OpenToResolved_Hour
4349,Surprising,1,7,8,33,672,320,58,378,3,35903,0,24,0.05,598.3833333333
4354,Surprising,1,2,2,32,12,28,3,31,160,9700,0,6,2.6666666667,161.6666666667
4355,Surprising,2,3,4,68,186,493,490,983,0,18,0,0,0,0.3
4361,Surprising,2,2,4,66,248,4,4,8,2,20,0,0,0.0333333333,0.3333333333
4365,Surprising,1,21,39,34,653,1057,1685,2742,38,3881,0,2,0.6333333333,64.6833333333
4367,Normal,1,1,1,33,2,2,0,2,0,3,0,0,0,0.05
4380,Surprising,1,8,8,33,657,339,57,396,0,21,0,0,0,0.35
4383,Surprising,1,2,4,34,6,17,15,32,1,133,0,0,0.0166666667,2.2166666667
4395,Normal,1,1,1,34,17,1,1,2,148,8985,0,6,2.4666666667,149.75
4396,Surprising,1,49,110,33,2562,317,395,712,0,13,0,0,0,0.2166666667
4402,Breakage,1,2,2,33,9,13,24,37,0,4,0,0,0,0.0666666667
4405,Surprising,1,2,2,28,30,4,4,8,0,25,0,0,0,0.4166666667
4408,Surprising,1,2,2,33,54,2,3,5,0,4,0,0,0,0.0666666667
4408,Blocker,1,2,2,33,54,2,3,5,0,4,0,0,0,0.0666666667
4416,Surprising,1,1,1,34,5,1,1,2,69,4225,0,2,1.15,70.4166666667
4420,Surprising,4,18,24,176,364,515,381,896,6139,368415,4,255,102.3166666667,6140.25
4425,Surprising,1,3,3,35,191,63,3,66,21,1328,0,0,0.35,22.1333333333
4501,Normal,2,2,2,70,584,8,3,11,4,345,0,0,0.0666666667,5.75
4521,Surprising,1,5,5,34,88,192,60,252,0,2,0,0,0,0.0333333333
4523,Surprising,3,8,13,36,417,218,183,401,1145,68740,0,47,19.0833333333,1145.6666666667
4526,Surprising,1,8,11,34,19,587,46,633,0,41,0,0,0,0.6833333333
4551,Surprising,1,2,2,35,315,4,2,6,0,10,0,0,0,0.1666666667
4552,Surprising,1,4,4,35,753,4,3,7,0,4,0,0,0,0.0666666667
4560,Surprising,1,1,1,35,46,1,1,2,1,164,0,0,0.0166666667,2.7333333333
4561,Normal,1,1,1,35,58,1,0,1,-1,14,-1,0,-0.0166666667,0.2333333333
4570,Surprising,1,18,33,35,504,337,71,408,14,23146,0,16,0.2333333333,385.7666666667
4574,Surprising,1,2,2,33,139,4,4,8,0,22,0,0,0,0.3666666667
4575,Surprising,1,7,7,35,185,100,27,127,91,5528,0,3,1.5166666667,92.1333333333
4600,Normal,1,1,1,35,160,1,5,6,2,198,0,0,0.0333333333,3.3
4601,Normal,1,1,1,33,49,38,37,75,0,4,0,0,0,0.0666666667
4603,Surprising,1,4,4,35,430,11,10,21,0,3,0,0,0,0.05
4605,Normal,1,1,1,35,76,1,1,2,0,4,0,0,0,0.0666666667
4608,Normal,1,1,1,35,305,4,3,7,0,8,0,0,0,0.1333333333
4612,Normal,1,1,1,35,27,1,1,2,0,6,0,0,0,0.1
4635,Surprising,1,2,2,35,468,3,3,6,0,4,0,0,0,0.0666666667
4637,Surprising,1,3,10,35,384,28,13,41,0,4,0,0,0,0.0666666667
4643,Surprising,3,7,10,69,373,281,36,317,21,38,0,0,0.35,0.6333333333
4658,Surprising,1,1,4,35,232,6,5,11,0,4,0,0,0,0.0666666667
4662,Normal,1,1,1,33,50,1,1,2,0,32,0,0,0,0.5333333333
4673,Surprising,1,1,1,35,7,21,8,29,0,7,0,0,0,0.1166666667
4682,Surprising,1,2,2,35,47,2,0,2,64,3956,0,2,1.0666666667,65.9333333333
4687,Surprising,1,5,15,34,5,2493,12,2505,67,4170,0,2,1.1166666667,69.5
4693,Normal,1,2,2,35,318,38,12,50,0,4,0,0,0,0.0666666667
4700,Normal,1,4,8,35,30,82,0,82,2,228,0,0,0.0333333333,3.8
4708,Normal,2,6,9,35,217,112,16,128,54,3312,0,2,0.9,55.2
4710,Security,1,3,3,34,11,349,3,352,54,3339,0,2,0.9,55.65
4737,Normal,1,2,3,35,9,9,0,9,29,1852,0,1,0.4833333333,30.8666666667
4741,Normal,2,3,3,35,23,17,1,18,0,74,0,0,0,1.2333333333
4745,Normal,1,1,1,35,88,6,0,6,17,1119,0,0,0.2833333333,18.65
4750,Normal,1,3,4,35,381,8,5,13,0,129,0,0,0,2.15
4764,Normal,1,1,1,35,156,10,8,18,98,6000,0,4,1.6333333333,100
4772,Normal,1,3,5,35,125,64,59,123,1,158,0,0,0.0166666667,2.6333333333
4777,Normal,1,4,4,36,467,37,111,148,0,15,0,0,0,0.25
4779,Normal,1,2,2,36,85,98,3,101,0,14,0,0,0,0.2333333333
4787,Normal,1,4,4,34,4,6,6,12,0,21,0,0,0,0.35
4788,Normal,1,1,1,36,169,12,4,16,0,13,0,0,0,0.2166666667
4790,Normal,1,2,2,35,2,4,1,5,0,2,0,0,0,0.0333333333
